Date;Time:;Location:;AC        Type:;Operator:;Route:;cn / ln:;Flight #:;Is_military;Military country;Aboard_all;Aboard_passengers;Fatalities_all;Fatalities_passengers;Ground:;Registration:;Summary:
08.03.1955;13:40:00;Mascota, Mexico;Douglas DC-3;Mexicana;Puerto Vallarta - Talpa de Allende - Mascota - Guadalajara;3992;591;No;;26;23;26;23;0;XA-DIK;the airplane hit the slope of the Cerro del Cabre located about 20 km northwest of the airport.
18.01.1956;14:49:00;Torysa, Czechoslovakia;Douglas DC-3;Ceskoslovenske Aerolinie;Bratislava - Kosice;9385;;No;;26;23;22;19;0;OK-WDZ;After being diverted, while cruising in bad weather conditions, the aircraft hit trees and crashed in a snow covered and wooded area located in the Tatra Mountain Range.
17.06.1948;;Over the Pearl River, China;PBY Catalina;Cathy Pacific;Macau - Hong Kong;;;No;;26;23;25;22;0;;"A Catalina seaplane was hijacked by a group attempting to rob the passengers; following a struggle in the cockpit, the plane crashed killing all on board except one passenger who was later identified as the lead hijacker. This is the earliest known airliner hijacking."
16.07.1983;;Off Scilly Islands, UK;Sikorsky S-61N-II;British Airways Helicopters;Penzance - Scilly Islands;61-770;;No;;26;23;20;19;0;G-BEON;Crashed into the English Channel.
20.10.1977;18:52:00;Near Gillsburg, Mississippi;Convair CV-300;L & J Company;Greenville - Baton Rouge;003;;No;;26;24;6;4;0;N55VM;The crew diverted to Mc Comb because of low fuel. Both engines quit before the aircraft could land and a forced landing was attempted in a wooded area. The plane struck trees before it could make a forced landing in an open field. Lead singer Ronnie Van Zant, 29, guitarist Stevie Gaines, back up vocalist Cassie Gaines and assistant manager Dean Kilpatrick of the Lynyrd Skynyrd band killed.  Several other members of the band were seriously injured. Fuel exhaustion due to crew inattention of the fuel supply. Contributing factors were improper flight planning and a malfunction in the No.2 engine which caused a higher than normal fuel consumption.
28.01.1947;12:00:00;Near Hankow, China;Curtiss C-46;China National Aviation Corporation;Shanghai - Hankow - Chungking;;;No;;26;24;25;23;0;;Crashed while en route about 30 minutes after takeoff. A four-year-old boy survived. Fire in the left wing leading to separation of the wing.
02.04.1951;;Bogota, Colombia;Douglas DC-3;Avianca;;1957;;No;;26;24;26;24;0;HK-142;On final approach to Techo Airport, the aircraft went out of control and crashed in an explosion short of runway.
29.06.1966;12:04:00;Sablayan, Philippines;Douglas DC-3;Philippine Air Lines;Mamburao - San Jose;20573;785;No;;26;24;24;22;0;PI-C17;Cashed in poor weather. Misjudgment of the terrain clearance, which resulted in the collision with trees in severe turbulence and strong gusty winds.
03.07.2009;;Near,  Peshawar ,  Pakistan;Mil Mi-17;Military - Pakistan Army;;;;Yes; Pakistan Army;26;24;26;24;0;;The military helicopter crashed en route while transporting troops.
12.11.2001;09:16:00;Belle Harbor, Queens, New York;Airbus A-300-605R;American Airlines;New York City - Santo Domingo, Dominican Rep.;420;587;No;;260;251;260;251;5;N14053;Three minutes after taking off and while in a climbing left turn, at 2,800 ft., parts of the plane, including the vertical stabilizer and rudder, fell from the aircraft. The crew soon lost control of the plane which nose dived and crashed into a residential neighborhood. After flying into the wake turbulence of two aircraft about two minutes into the flight, investigators believe a series of quick rudder swings by the copilot whipped the tail so severely that the fin broke off. The National Transportation Safety Board has found that pilot error was the probable cause. Sharply criticizing American Airlines Advanced Aircraft Maneuvering Program, the Board said that American Airlines' pilot training included a simulator exercise which could have caused the first officer to have an unrealistic and exaggerated view of the effects of wake turbulence, erroneously associate wake turbulence encounters with the need for aggressive roll upset recovery techniques and develop control strategies that would produce a much different -- and potentially surprising and confusing -- response if performed during flight. In addition, because of its high sensitivity, the Airbus A-300-600 rudder control system is susceptible to potentially hazardous rudder pedal inputs at higher airspeed.
11.07.1991;08:40:00;Jeddah, Saudi Arabia;McDonnell Douglas DC-8 Super 61;Nationair (chartered by Nigeria Airways);Jeddah - Sokoto;45982/345;2120;No;;261;247;261;247;0;C-GMXQ;After taking off, fire was reported in the landing gear well. The aircraft crashed while trying to return to the airport. Loss of hydraulics and electrical systems after a fire, started in the wheel when two tires disintegrated due to under inflation of one tire. This caused a fire which ignited years of accumulated flammables in the DC-8's wheel well leading to an uncontroable fire. The plane was allowed to leave with an under inflated tire. Twenty minutes prior to departure, the Nationair lead mechanic made a request for nitrogen to inflate the low tire. Nitrogen was not readily available and a delay would probably have occur procuring it. The Nationair project manager, without conferring with the flight crew, released the plane.
15.11.1978;23:30:00;Near Katunayake, Sri Lanka;McDonnell Douglas DC-8-Super 63CF;Loftleidir Icelandic Airlines;Jeddah - Colombo;46020/415;001;No;;262;249;183;175;0;TF-FLA;The aircraft crashed short of the runway into a coconut plantation while attempting to land in heavy rain.  Windshear. Excessive sink rate. Crew's non-conformance with approach procedures. Incorrect information supplied by the radar controller. Lack of an approach lighting system at Bandaranaike.
06.04.1993;01:10:00;950 nm S of  Shemya, Alaska;McDonnell Douglas MD-11;China Eastern Airlines;Shanghai - Los Angeles;48495/461;583;No;;264;248;2;2;0;B-2171;The slats were inadvertently deployed while at FL 330. The aircraft progressed through several pitch oscillations and lost 5,000 feet in altitude. Inadequate design of the flap/slat actuation handle that allowed the handle to be easily and inadvertently dislodged from the UP/RET position, thereby causing extension of the leading edge slats during cruise flight.
01.09.1983;18:26:00;Near Sakhalin Island, Russia;Boeing B-747-230B;Korean Airlines;Anchorage - Seoul;20559/186;007;No;;269;246;269;246;0;HL-7442;On a flight from Alaska to South Korea, the airliner drifted off course and twice penetrated Soviet airspace.  During the second penetration, the airliner was shot down by a Russian Su-15 Air Force fighter with air-to-air missiles. The aircraft crashed into international waters in the Sea of Japan. U.S. Representative from Georgia Lawrence McDonald killed. Because of an improper navigational setting the plane drifted off course. There was a U.S. spy plane in the vacinity of the 007 flight. The 007 plane was mistaken for the spy plane. The fighter pilot was ordered by Soviet command to shoot down the plane. Two air-to-air missiles were launched by the  fighter and struck the Boeing 747. Cabin pressure was lost and the aircraft suffered control problems, causing the plane to go into a dive and break up, crashing into the ocean.
25.06.1945;07:50:00;Swanage, England;Consolidated LB-30A Liberator;Military -Royal Air Force;;;;Yes;Royal Air Force;27;?;27;?;0;JT985;Crashed and burned on a hillside after experiencing engine failure.
21.03.1991;02:15:00;Off San Diego, California;Lockheed P-3C / Lockheed P-3C;Military - U.S. Navy / Military -  U.S. Navy;;185-5602 /185-5615;;Yes; U.S. Navy / Military;27;?;27;?;0;158930/159325;The two aircraft collided at an altitude of 3,000 ft. while conducting training exercises off the coast of southern California.  Both planes crashed into the sea. Loss of situational awareness, one crew misunderstanding the others intentions or a previous understanding made by radio contact may have led to the accident. Thirteen aboard 159325 and 14 aboard 158930 were killed.
08.11.1945;20:00:00;Off Corpus Christi, Texas;Martin PBM-3S  / Martin PBM-5;Military - U.S. Navy / Military - U.S. Navy;;;;Yes; U.S. Navy / Military;27;?;22;?;0;01710 / 69113;The aircraft expierence a midair collision over Corpus Christi Bay while on a training flight.
07.06.1979;11:00:00;Near Leh, India;Hindustan Aeronautics 748-2M;Military - Indian Air Force;;572;;Yes; Indian Air Force;27;0;27;0;0;H2178;Crashed near the Karmwal Pass at 16,000 ft. mountain 10 minutes after taking off from Leh.
19.11.2001;18:19:00;Kalyazin, Russia;Ilyushin 18V;Charter - IRS Aero;Khatanga - Moscow;182005301;LDF -9601/02;No;;27;18;27;18;0;RA-75840;Residents heard a loud noise and saw flames in the night sky as the aircraft clipped treetops and summer homes before crashing into a snowy forest. Wreckage was spread over a 1.5 mile area. Serious maintenance violations and operational procedures were discovered during the investigation of the accident.
27.07.1952;11:46:00;Off Rio de Janeiro, Brazil;Boeing 377 Stratocruiser;Pan American World Airways;Rio de Janeiro - Buenos Aires;15939;201;No;;27;19;1;1;0;N1030V;A woman was sucked out of the plane . The flight engineer's failure to recognize an unsafe condition of the cabin door despite three completely separate warnings of that condition and the captain's action in continuing flight while pressurized despite the several warnings that the main cabin door was not properly locked.
04.07.2002;11:15:00;Bangui, Central African Republic;Boeing B-707-123B;Prestige Airlines (Cargo) Charter;N'Djamena, Chad - Brazzaville, Congo;19335;;No;;27;19;27;19;0;9XR-IS;The aircraft crashed 2 miles short of the runway into the Guitangola neighborhood of Bangui. The plane was bound for Brazzaville but diverted to Bangui because of mechanical problems. Two survived but succumbed to their injuries.
13.04.1982;14:40:00;Near Erzurum, Turkey;Lockheed C-130H;Military - U.S. Air Force;Erzurum - Incirlik;4645;;Yes; U.S. Air Force;27;19;27;19;0;74-1678;Failure of the No.4 engine followed by separation of the engine and propeller of the No.3 engine.  Overpressurization of the right wing resulting in an explosion and in-flight fire. A Mayday was received from the aircraft before it fell and crashed into mountainous terrain and burst into flames. Attachment bolts to support the No. 4 engine had not been installed.
25.09.2020;20:50:00;Near Chuguev, Ukraine;Antonov An26SH;Military - Ukraine Air Force;Training;5608;;Yes; Ukraine Air Force;27;20;26;19;0;76 yellow;The military transport, crashed 1.2 miles from Chuguev air base. The plane was carrying cadets from a nearby air force university on a training flight. The crew may have reported failure of an engine prior to the accident.
25.12.2012;18:55:00;Near Shymkent, Kazakhstan;Antonov AN-72-100D;Military - Kazakhstan Border Guards;Astana - Shymkent;36576092859;;Yes; Kazakhstan Border Guards;27;20;27;20;0;UN-72859;The military transport crashed 12 miles from the Shymket Airport while making a descent to land, in heavy winds and snow.The fatalities included a crew of seven and 20 border guards, including the acting head of the ex-Soviet nation's border protection service, Col. Turganbek Stambekov
07.12.1970;;Near Constanta, Romania;BAC One-Eleven  424EU;TAROM;Tel Aviv - Bucharest;130;;No;;27;20;19;16;0;YR-BCA;Crashed 4 kms short of the runway on approach in poor weather after being diverted to Bucurest. The visibility was limited due to fog and the crew continued the approach below the minimum descent altitude, in violation of the published procedures.
27.09.1949;;Near Castilla, Argentina;Douglas C-54A-1-DO;Flota Aérea Mercante Argentina;;7445;;No;;27;20;5;2;0;LV-ABI;Crashed after an in-flight fire. The plane tried to make a forced landing but crashed before reaching the air strip. Returning from a mercy mission in Ecuador for earthquake relief.
06.06.1997;07:35:00;Near Irumu, Congo;Vickers Viscount 781D;Bazair;Bunia - Kisangani;280;;No;;27;20;27;20;0;9Q-CWL;Crashed shortly after taking off. Fire in the cabin.
12.08.2000;;Near Tshikapa, Congo;Antonov AN-26B;Staer Air;Kinshasa - Tshikapa;6004;;No;;27;21;27;21;0;9Q-CJI;The plane was approaching Tshikapa and the pilot informed the tower that it was having difficulties with its landing gear. The tower told the pilot to do a low fly-by for an evaluation and then make an emergency landing but the pilot refused and attempted to return to Kinshasa. The plane crashed 40 miles north of Tshikapa.
07.06.1949;14:00:00;Near Florianpolis, Brazil;Douglas C-47B;Military - Brazilian Air Force;Florianpolis - Porto Alegre;;;Yes; Brazilian Air Force;27;21;27;21;0;C-47-2023;The aircraft crashed into a mountain shortly after taking off from Florianpolis.
07.05.2011;14:00:00;Off Kaimana, Indonesia;Xian MA-60;Merpati Nusantara Airlines;Sorong - Kaimana;603;;No;;27;21;27;21;0;PK-MZK;The turboprop had been circling Kaimana Airport for about 15 minutes when it crashed into the sea, 400 meters offshore, in poor weather conditions.
07.09.1958;03:18:00;Kazakh, Russia;Aeroflot;Aeroflot;Frunze - Aktyubinsk - Uralsk - Moscow;7342304;164;No;;27;22;27;22;0;CCCP-L1692;The aircraft crashed shortly after being struck by lightning in a thunderstorm.
25.05.2005;;Walungu, Congo;Antonov AN-12BP;Charter - Maniema Union (owner Victoria Air);Goma - Kindu - Kongolo;4342404;;No;;27;22;27;22;0;9Q-CVG;Crashed into mountains and dense forest. The plane lost contact with the tower 30 minutes after taking off from Goma. The wreckage was found at the bottom of a cliff.
22.11.1945;10:00:00;White's Farm, England;Consolidated LB-30A Liberator;Military -Royal Air Force;Merryfield - Bombay;;;Yes;Royal Air Force;27;22;27;22;0;KH126;The aircraft crashed into a hill shortly after takeoff after and  making a turn, before reaching the prescribed altitude.
12.01.1970;12:00:00;Near Villia Greece;Douglas C-47;Military - Royal Hellenic Air Force;Military exercise;;;Yes; Royal Hellenic Air Force;27;22;23;19;0;;The aircraft, carrying paratroopers, crashed into a mountain in fog.
21.11.1959;;Beirut, Lebanon;Douglas DC-4;Ariana Afghan Airlines;Beirut - Tehran;18367;202;No;;27;22;24;19;0;YA-BAG;Crashed shortly after takeoff, 2.5 miles from Beirut Airport. Navigation error. Possible in-flight fire in the No. 1 engine which induced the pilot to start fire emergency action with a resulting reduction in the rate of turn and the rate of climb.
18.12.1957;12:35:00;Near Birobidzhan, Russia;Ilyushin IL-12;Aeroflot;Khabarovsk - Magdagachi - Irkutsk - Moscow;30 015;10;No;;27;22;27;22;0;CCCP-L1309;In June 1958 the aircraft was found on the northwest slope of Mount Poktoy 30 km west of Birobidzhan completely destroyed and burned. Crews, ATC error.
01.10.1957;18:55:00;Akshi, Russia;Ilyushin IL-12;Aeroflot;Irkutsk - Chita;30 123;11;No;;27;22;27;22;0;CCCP-L1389;While cruising by night, the crew lost his orientation and requested ATC assistance, without success. The airplane deviated from the prescribed flight path to the south and due to fuel exhaustion, the crew was forced to make an emergency landing. Following three unsuccessful attempts, the captain elected a fourth landing attempt when, at an altitude of 900 meters, the airplane clip trees, continued for about 340 meters and eventually crashed in a dense wooded area.
01.09.1969;13:05:00;Cross Bay, Russia;Ilyushin IL-14P;Aeroflot;Anadyr - Cross Bay;146000205;55;No;;27;22;22;17;0;CCCP-61731;The plane crashed into a hillside 24 km from the airport in poor weather while on approach.  Failure of the crew  to reduce speed and approach in weather worse than the specified minimum.
26.08.1954;10:50:00;Sakhalin Oblast, Russia;Lisunov LI-2;Aeroflot;Khabarovsk - Yuzhno-Sakhalinsk;6803;971;No;;27;22;26;21;1;CCCP-L4679;The plane crashed in the mountains. Crew did not properly use the navigation equipment.
19.10.1953;00:56:00;New York City, New York;Lockheed 749A Constellation;Eastern Air Lines;New York City - San Juan;2616;627;No;;27;22;2;2;0;N119A;The aircraft crashed a few seconds after becoming airborne. The captain's loss of visual reference and orientation when he encountered drifting fog shortly after becoming airborne on take-off and the resultant inadvertent assumption of a descending flight path.
20.06.1973;22:47:00;Near Puerto Vallarta, Mexico;McDonnell Douglas DC-9-15;Aeromexico;Houston - Monterrey - Puerto Vallarta - Mexico City;47100/153;;No;;27;22;27;22;0;XA-SOC;The aircraft hit high ground during an approach, 32 kms from the airport.
21.09.1993;16:25:00;Sukhumi, Georgia;Tupolev TU-134A;Transair Georgia Airlines;Sochi - Sukhumi;5340120;;No;;27;22;27;22;0;CCCP-65893;Crashed into the sea. Shot down with a missile by Abkhazi separatist rebels.
19.03.1982;21:10:00;Near Woodstock, Illinois;Boeing KC-135C;Military - U.S. Air Force;Sawyer-Chicago;17776;;Yes; U.S. Air Force;27;23;27;23;0;58-0031;Crashed 40 miles northwest of Chicago O'Hare Airport where it was to have landed. Exploded and dove in an almost vertical attitude from a height of 13,700 ft. into a wooded area, exploded and burned. Most probably overpressurization under the cargo floor and ignition of fuel vapor.
27.08.1954;22:11:00;Near Rapid City, South Dekota;Convair RB-36H;Military - U.S. Air Force;Training;;;Yes; U.S. Air Force;27;23;26;23;0;51-13722;Crashed while making practice approaches to Ellsworth Air Force Base during its sixth attempt. The plane slammed into to ground with landing gear retracted and flaps set at 20 degrees.
03.10.1957;01:55:00;Beirut, Lebanon;Curtiss C-46A-45-CU;Lebanese International Airways;Beirut - Kuwait City;30249;;No;;27;23;27;23;0;OD-ACK;A few minutes after takeoff the crew informed ATC about a fire on board and elected to return. More than thirty minutes later, while at altitude of 2,000 meters, the aircraft lost height and crashed into the sea some 18 km off Beirut.
14.04.1965;18:06:00;Jersey, Channel Islands, UK;Douglas C-47B;British United Airways;Paris - Jersey , Channel Islands;15762/27207;1030X;No;;27;23;26;23;0;G-ANTB;The aircraft crashed on its second approach in deteriorating weather condtions, crashing 3,000 feet short of the runway. The aircraft struck the approach lighting when it was flown below the safe approach path during an approach to land in conditions of very low clouds and poor visibility. The pilot disregarded the approach ban applied by his operations manual.
07.08.1943;05:20:00;Off Townsville, Australia;Douglas C-47-DL;Military - U.S. Air Force;Townsville - Brisbane;4212;;Yes; U.S. Air Force;27;23;27;23;0;41-7733;Twenty minutes after taking off the aircraft crashed into Cleveland Bay several miles offshore.
06.08.1961;;Budapest, Hungary;Douglas DC-3;Malev Hungarian Airlines;Sightseeing;20492;;No;;27;23;27;23;3;HA-TSA;The aircraft crashed between a row of houses while on a sightseeing flight. Inattention of crew to duties. Pilots had 2 companions in the cabin during the entire flight and performed forbidden maneuvers including one sharp turn which resulted in  lost control of the aircraft.
28.06.1968;12:46:00;Vichy, Missouri;Douglas DC-3 (C-47-DL);Purdue Airlines Inc.;;20082;;No;;27;23;1;1;0;N6898D;Passenger inadvertentlly opened air stair door in flight, safety chain failed and passenger fell out.
20.03.1982;;Branti Airport, Indonesia;Fokker F-28 Fellowship 1000;Garuda Indonesia Airlines;Bogota-Saravena;11078;;No;;27;23;27;23;0;PK-GVK;The plane overran the runway in heavy rain, crashed into a field and burned while attemping to land.
08.02.1949;19:56:00;Off Copenhagen, Denmark;Vickers 628 Viking 1B;Scandinavian Airlines (SAS);Paris - Copenhagen;199;;No;;27;23;27;23;0;OY-DLU;Crashed in the sea off the Swedish coast after the pilot was told to enter a holding pattern for Copenhagen, since it was closed to inbound traffic. The aircraft was directed to land on Runway 22 but failed to make the landing. The wreckage was found a month later on the bottom of the ocean. Cause undetermined.
30.03.1977;08:39:00;Near Zhadanof, Russia;Yakovlev YAK-40;Aeroflot;"Dnepropetrovsk - 	Zhdanov";9010310;H-925;No;;27;23;8;5;0;CCCP-87738;The crew continued their visual approach after entering an area of fog with visibility less than 500 m and losing sight of the ground. After deciding to go around, the right wing hit a 9-meter high pole. The wing caught fire and the number 2 engine failed. The fuselage hit the ground sideways in a field about 1,500 meters from the runway. The plane broke up and caught fire. The pilot-in-command decided to continue the approach below the glide under VFR mode in IMC conditions.
01.11.1946;;St Leger-la-Montagne, France;AAC-1 Toucan;CTA Languedoc Roussillon;Paris - Toulouse - Casablanca;284;;No;;27;24;23;20;0;F-BCAD;Crashed into mountains while en route. The pilot descended to lower altitiude to rid the plane of ice.
29.09.1951;;La Paz, Bolivia;Curtiss C-46D-15-CU;Frigorifico Cooperativo Los Andes;;33346;;No;;27;24;27;24;0;CB-43;Crashed shortly after takeoff from La Paz-El Alto Airport.
24.05.1950;;Near Pasto, Colombia;Douglas C-47;LANSA;Popayan - Ipiales;10194;;No;;27;24;26;23;0;HK-307;Struck the side of Galeras Volcano. A young girl age 10 survived.
08.04.1947;10:30:00;Near Caracas, Venezuela;Douglas C-47A;Linea Aeropostal Venezolana;Cumana - Caracas;;;No;;27;24;27;24;0;YV-C-ALO;Crashed 40 miles east of Caracas while en route.
21.11.1978;;Near Rubio, Venezuela;Douglas C-47A;Aereo el Venado;Cucuta - Arauca;19053;;No;;27;24;27;24;0;HK-1393;Crashed in the Rubio mountains.
12.08.1974;14:50:00;Cali, Colombia;Douglas C-47-DL;Avianca;Tumaco - Bogota;4527;;No;;27;24;27;24;0;HK-508;The crew became lost in rainy weather and crashed into Trujillo Mountain. Wreckage found 2 months later.
17.11.1973;02:00:00;Near Quang-Ngai, South Vietnam;Douglas DC-3;Air Vietnam (South Vietnam);on - Quang Ngai;14910/26355;;No;;27;24;27;24;0;XV-NIE;Flew into a mountain while en route. Flying under VFR in IFR conditons.
10.11.1962;14:37:00;Near Tourane, South Vietnam;Douglas DC-3;Air Vietnam (South Vietnam);Hue - Da Nang;16074/3282;;No;;27;24;27;24;0;XV-NID;Crashed into 1,800 ft. mountain, 12 miles from the Da Nang airport. Navigational error in poor weather conditions.
02.03.1963;10:02:00;Near Davao City, Philippines;Douglas DC-3;Philippine Air Lines;Cotabato - Davao;16115/32863;984;No;;27;24;27;24;0;PI-C489;Crashed into Mt. Boca during descent for landing. Limited visibility, crosswinds contributing to navigational error.
16.09.1966;08:25:00;Off Tenerife, Canary Islands, Spain;Douglas DC-3;Iberia Airlines;;19410;;No;;27;24;1;1;0;EC-AXC;An overspeeding and failed attempt to feather the No. 1 engine necessitated ditching the plane. The plane sank after 5 minutes.  One passenger refused to leave the aircraft and drowned.
20.03.1969;06:55:00;New Orleans, Louisiana;Douglas DC-3;Avion Airways;Memphis - New Orleans;1946;;No;;27;24;16;13;0;N142D;Crashed while landing in fog. The aircraft was being operated under VFR when it entered a shallow fog overlying the approach lights. Failure of the crew to discontinue descent into conditions below minima upon reaching the decision height. Improper IFR operation. Misunderstanding of instructions. Exercising of poor judgment. Poor crew coordination. Pilot fatigue.
30.10.1959;20:40:00;Waynesborough, Virginia;Douglas DC-3;Piedmont Airlines;Washington DC - Charlottsville, VA;20447;1349;No;;27;24;26;23;0;N55V;Crashed into Bucks Elbow Mountain during an ILS approach to Charlottesville Airport. Navigational omission resulting in an off course approach. It took thirty-six hours before the lone survivor was rescued.  A navigational omission which resulted in a lateral course error that was not detected and corrected through precision instrument flying procedures. A contributing factor to the accident may have been pre-occupation of the captain resulting from mental stress.
23.12.1948;09:30:00;Near Madrid, Spain;Douglas DC-3 (C-47-DL);Iberia Airlines;Madrid - Barcelona;4256;;No;;27;24;27;24;0;EC-ABK;Crashed into Pandols Mountain while en route in poor weather conditions.
03.03.1946;08:12:00;Live Oak Springs, California;Douglas DC-3-227B;American Airlines;Dallas - Tucon - San Diego;2203;6-103;No;;27;24;27;24;0;NC21799;While on approach to San Diego, the aircraft flew into Tierra Blanca Mountain at an altitude of 4,500 feet in fog, exploded and burned. The crew descended into instrument conditions to an altitude below that required to maintain clearance over Thing Mountain. The reason for the descent was not determined.
02.10.1998;09:45:00;Near Canaima, Venezuela;Douglas DC-3C;Servivensa;Sighteeing;1977;;No;;27;24;1;0;0;YV-611C;The sightseeing plane, after a flight over Angel Falls, crashed short of the runway into a swamp.
30.10.1972;20:40:00;Poggiorsini, Italy;Fokker F-27 Friendship 200;Aero Transporti Italiani;Napoli - Bari;10301;;No;;27;24;27;24;0;I-ATIR;Plummeted to the ground and burst into flames near a farmhouse after losing control with the tower. Visual approach in descent below minima.
28.09.1994;;Bahia Negra, Paraguay;Douglas C-47D;TAM Paraguay;Bahia Negra - Asuncion;34346;;No;;27;25;1;0;0;FAP2009;Crashed after experiencing engine failure.
07.01.1948;07:45:00;Near Savannah, Georgia;Douglas DC-3;Coastal Air Lines;Charlston - Savannah;12968;;No;;27;25;18;17;0;N60331;After both engines stopped in flight and attempts to restart them failed, the aircraft banked sharply, stalled and crashed 10 miles east northeast of Savannah. The fuel selector valves were positioned so that both engines were supplied fuel from only one of the auxilliary tanks until the fuel was exhausted and control of the plane was lost.
16.05.1946;;Richmond, Virginia;Douglas DC-3;Viking Air Transport;Richmond - Atlanta;19626;;No;;27;25;27;25;0;NC53218;Engine trouble after takeoff forced the crew to return to Richmond. While the crew was attempting to land a second time, an engine was shut down because it was running rough. The pilot apparently shut down the wrong engine. The plane stalled and crashed to earth, nose first. Inability of the crew to maintain adequate control of the aircraft to effect an emergency single-engine instrument approach under adverse weather conditions.
03.07.1970;14:00:00;McGrath, Alakska;Douglas DC-3;Reeder Flying Service;McGrath AK - Galena, AK;6156;;No;;27;25;5;4;0;N154R;Crashed into trees shortly after taking off. The pilot rotated at V2 speed and then reduced power when the copilot raised the landing gear.The right main gear was still on the ground when retracted, causing the propeller to strike the runway surface.
26.04.1994;20:16:00;Near Komaki, Aichi, Japan;Airbus A300B4-622R;China Airlines (Taiwan);Taipei - Nagoya;580;140;No;;271;256;264;249;0;B-1816;While on ILS approach to Nagoya Airport, at an altitude of 1,000 feet, the first officer inadvertently triggered the TOGA (take-off-go-around) lever. The crew tried to override this situation by turning off the autothrottle and reducing air speed. The aircraft stalled, hit the runway tail first and burst into flames. The plane crashed because of an extreme out of trim configuration brought about by the fact that the tailplane setting had moved automatically and undetected to a maximum nose-up position. The plane climbed at a steep angle until it stalled. The crew could have saved the aircraft even in the final seconds had they reverted to basic flight procedures and switched off the autopilot.
25.05.1979;15:04:00;Chicago O'Hare, Illinois;McDonnell Douglas DC-10-10;American Airlines;Chicago, IL- Los Angeles, CA;46510/22;191;No;;271;258;271;258;2;N110AA;During takeoff just, as the plane lifted from the runway, the left engine and pylon separated from the aircraft damaging the wing and hydraulic system which caused the aircraft to roll and crash. Highest single plane death toll in U.S. aviation history. Asymmetrical stall and the ensuing roll of the aircraft because of the uncommanded retraction of the left wing outboard leading edge slats and the loss of stall warning and slat disagreement indication systems caused by separation of the engine and pylon. Improper maintenance procedures used by American Airlines when dismounting the engines for maintenance, by removing the pylon and engine together, putting strain on the engine mounts leading to  stress cracks.
19.02.1985;10:15:00;300 nm NW of San Francisco, California;Boeing B-747-SP-09;China Airlines (Taiwan);Taipei - Los Angeles;22805/564;006;No;;274;251;0;0;0;N4522V;The aircraft descended in an uncontrolable dive, from 41,000 to 9,500 ft. after the crew shut down an engine.  The captain, preoccupied the malfunctioning engine, didn't properly monitor instruments and over relied on the autopilot and did not use his rudder to keep the plane from rolling . The autopilot disengaged after it could not handle the excessive roll caused by the shut down engine. The captain failed to make the proper flight corrections to recover the aircraft. After a terrifying series of inadvertent aerobatics, the plane leveled off at 9,500 feet and managed to land safely at San Francisco. Forces during the inverted spin were estimated to be from +6G to -4G. The landing gear was forced out through the closed doors, breaking the doors, which flew back and took out part of the rudder and elevator.
19.02.2003;17:30:00;Near Shahdad, Iran;Ilyushin IL-76MD;Military - Islamic Revolution's Guards Corps;Zahedan - Kerman;63471155;;Yes; Islamic Revolution's Guards Corps;275;257;275;257;0;15-22;The plane crashed into an 11,500 ft.  mountain in poor weather, about 20 miles from its destination of Kerman. Besides the 18 crew members, the victims included Iran's Revolutionary Guard.
13.06.1996;12:07:00;Fukuoka, Japan;McDonnell Douglas DC-10-30;Garuda Indonesia Airlines;Fukuoka - Denpasar;46685/284;865;No;;275;260;3;3;0;PK-GIE;The aircraft overran the runway after an aborted takeoff. The fuel line in the No.3 engine was sheared and caught fire after the fanblade of the first stage HP turbine separated. During the slide the No. 1 engine and landing gear were lost ane the plane came to rest in a ditch. Three passengers were trapped in the wreckage and overcome by toxic fumes after a fire started. Pilot error. Improper procedures used by the captain after engine failure.
19.02.1984;;Near San Gerardo, El Salvador;Bell UH-1H / Bell UH-1H;Military - Salvadoran Air Force;;;;Yes; Salvadoran Air Force;28;?;28;?;0;;One of the helicopters was hit by guerrilla mortar fire and lost control, crashing into the other helicopter.
14.10.1952;;San Fransisco do Paula, Brazil;Douglas DC-3;Aero Brasil;Sao Paulo - Porto Alegre;6177;;No;;28;?;14;?;0;PP-AXJ;After being cleared to land the aircraft struck high ground and burst int flames. Navigational error in not knowing where the aircraft was located. Poor weather.
06.10.2010;;Rasht Valley, Tajikistan;Mi-8;Military - Tajik National Guard;;;;Yes; Tajik National Guard;28;?;28;?;0;;The military helicopter crashed after hitting power lines.
10.05.1946;;Munson, Florida;PBY4-2 Privateer / PB4Y-2 Privateer;Military U.S. Navy / Military - U.S. Navy;;;;Yes; U.S. Navy;28;?;28;?;0;;Collided in midair while a fighter made practice diving maneuvers on the formation.
12.06.1996;19:00:00;Near Rollingstone, Queensland  Australia;Sikorsky S-70 / Sikorsky S-70;Military - Australian Army Aviation;;70-1186 / 70-1346;;Yes; Australian Army Aviation;28;?;18;?;0;A25-113/A25-209;The two helicopters collided in mid-air while flying in formation. The pilots may have possibly been  stressed fatigued and inadequately prepared and were flying too low to see the target.
21.11.1916;;Mainz, Germany;Super Zeppelin (airship);Military - German Army;;;;Yes; German Army;28;?;27;?;0;;Crashed in a storm.
17.10.1913;10:30:00;Near Johannisthal, Germany;Zeppelin L-2 (airship);Military - German Navy;;;;Yes; German Navy;28;?;28;?;0;;Hydrogen gas which was being vented was sucked into the forward engine and ignited causing the airship to explode and burn at 3,000 ft..German Navy's Zeppelin airships L-4 and L-5 were blown out to sea in February 1915, never to be seen again.
